layers;activation;solver;lr;epochs;acc;f1
(200,);logistic;lbfgs;0.001;200;9.95;9.95
(200,);logistic;lbfgs;0.001;300;9.95;9.95
(200,);logistic;lbfgs;0.001;500;9.93;9.93
(200,);logistic;lbfgs;0.001;1000;9.95;9.95
(200,);logistic;lbfgs;0.01;200;9.95;9.95
(200,);logistic;lbfgs;0.01;300;9.95;9.95
(200,);logistic;lbfgs;0.01;500;9.93;9.93
(200,);logistic;lbfgs;0.01;1000;9.95;9.95
(200,);logistic;lbfgs;0.1;200;9.95;9.95
(200,);logistic;lbfgs;0.1;300;9.95;9.95
(200,);logistic;lbfgs;0.1;500;9.95;9.95
(200,);logistic;lbfgs;0.1;1000;9.95;9.95
(200,);logistic;lbfgs;0.2;200;9.95;9.95
(200,);logistic;lbfgs;0.2;300;9.95;9.95
(200,);logistic;lbfgs;0.2;500;9.93;9.93
(200,);logistic;lbfgs;0.2;1000;9.95;9.95
(200,);logistic;adam;0.001;200;9.93;9.93
(200,);logistic;adam;0.001;300;9.93;9.93
(200,);logistic;adam;0.001;500;9.93;9.93
(200,);logistic;adam;0.001;1000;9.93;9.93
(200,);logistic;adam;0.01;200;9.93;9.93
(200,);logistic;adam;0.01;300;9.93;9.93
(200,);logistic;adam;0.01;500;9.93;9.93
(200,);logistic;adam;0.01;1000;9.93;9.93
(200,);logistic;adam;0.1;200;9.95;9.95
(200,);logistic;adam;0.1;300;9.95;9.95
(200,);logistic;adam;0.1;500;9.95;9.95
(200,);logistic;adam;0.1;1000;9.95;9.95
(200,);logistic;adam;0.2;200;9.95;9.95
(200,);logistic;adam;0.2;300;9.95;9.95
(200,);logistic;adam;0.2;500;9.95;9.95
(200,);logistic;adam;0.2;1000;9.93;9.93
(200,);logistic;sgd;0.001;200;9.91;9.91
(200,);logistic;sgd;0.001;300;9.91;9.91
(200,);logistic;sgd;0.001;500;9.91;9.91
(200,);logistic;sgd;0.001;1000;9.91;9.91
(200,);logistic;sgd;0.01;200;9.93;9.93
(200,);logistic;sgd;0.01;300;9.93;9.93
(200,);logistic;sgd;0.01;500;9.95;9.95
(200,);logistic;sgd;0.01;1000;9.95;9.95
(200,);logistic;sgd;0.1;200;9.93;9.93
(200,);logistic;sgd;0.1;300;9.93;9.93
(200,);logistic;sgd;0.1;500;9.93;9.93
(200,);logistic;sgd;0.1;1000;9.93;9.93
(200,);logistic;sgd;0.2;200;9.93;9.93
(200,);logistic;sgd;0.2;300;9.93;9.93
(200,);logistic;sgd;0.2;500;9.93;9.93
(200,);logistic;sgd;0.2;1000;9.93;9.93
(200,);tanh;lbfgs;0.001;200;9.95;9.95
(200,);tanh;lbfgs;0.001;300;9.93;9.93
(200,);tanh;lbfgs;0.001;500;9.93;9.93
(200,);tanh;lbfgs;0.001;1000;9.93;9.93
(200,);tanh;lbfgs;0.01;200;9.93;9.93
(200,);tanh;lbfgs;0.01;300;9.95;9.95
(200,);tanh;lbfgs;0.01;500;9.93;9.93
(200,);tanh;lbfgs;0.01;1000;9.93;9.93
(200,);tanh;lbfgs;0.1;200;9.95;9.95
(200,);tanh;lbfgs;0.1;300;9.95;9.95
(200,);tanh;lbfgs;0.1;500;9.95;9.95
(200,);tanh;lbfgs;0.1;1000;9.95;9.95
(200,);tanh;lbfgs;0.2;200;9.93;9.93
(200,);tanh;lbfgs;0.2;300;9.93;9.93
(200,);tanh;lbfgs;0.2;500;9.95;9.95
(200,);tanh;lbfgs;0.2;1000;9.93;9.93
(200,);tanh;adam;0.001;200;9.93;9.93
(200,);tanh;adam;0.001;300;9.93;9.93
(200,);tanh;adam;0.001;500;9.93;9.93
(200,);tanh;adam;0.001;1000;9.93;9.93
(200,);tanh;adam;0.01;200;9.93;9.93
(200,);tanh;adam;0.01;300;9.93;9.93
(200,);tanh;adam;0.01;500;9.93;9.93
(200,);tanh;adam;0.01;1000;9.93;9.93
(200,);tanh;adam;0.1;200;9.95;9.95
(200,);tanh;adam;0.1;300;9.95;9.95
(200,);tanh;adam;0.1;500;9.95;9.95
(200,);tanh;adam;0.1;1000;9.95;9.95
(200,);tanh;adam;0.2;200;9.91;9.91
(200,);tanh;adam;0.2;300;9.93;9.93
(200,);tanh;adam;0.2;500;9.95;9.95
(200,);tanh;adam;0.2;1000;9.98;9.98
(200,);tanh;sgd;0.001;200;9.91;9.91
(200,);tanh;sgd;0.001;300;9.91;9.91
(200,);tanh;sgd;0.001;500;9.93;9.93
(200,);tanh;sgd;0.001;1000;9.93;9.93
(200,);tanh;sgd;0.01;200;9.95;9.95
(200,);tanh;sgd;0.01;300;9.95;9.95
(200,);tanh;sgd;0.01;500;9.95;9.95
(200,);tanh;sgd;0.01;1000;9.95;9.95
(200,);tanh;sgd;0.1;200;9.93;9.93
(200,);tanh;sgd;0.1;300;9.93;9.93
(200,);tanh;sgd;0.1;500;9.93;9.93
(200,);tanh;sgd;0.1;1000;9.93;9.93
(200,);tanh;sgd;0.2;200;9.93;9.93
(200,);tanh;sgd;0.2;300;9.93;9.93
(200,);tanh;sgd;0.2;500;9.93;9.93
(200,);tanh;sgd;0.2;1000;9.93;9.93
(200,);relu;lbfgs;0.001;200;9.95;9.95
(200,);relu;lbfgs;0.001;300;9.95;9.95
(200,);relu;lbfgs;0.001;500;9.93;9.93
(200,);relu;lbfgs;0.001;1000;9.95;9.95
(200,);relu;lbfgs;0.01;200;9.95;9.95
(200,);relu;lbfgs;0.01;300;9.95;9.95
(200,);relu;lbfgs;0.01;500;9.95;9.95
(200,);relu;lbfgs;0.01;1000;9.95;9.95
(200,);relu;lbfgs;0.1;200;9.93;9.93
(200,);relu;lbfgs;0.1;300;9.93;9.93
(200,);relu;lbfgs;0.1;500;9.95;9.95
(200,);relu;lbfgs;0.1;1000;9.95;9.95
(200,);relu;lbfgs;0.2;200;9.95;9.95
(200,);relu;lbfgs;0.2;300;9.95;9.95
(200,);relu;lbfgs;0.2;500;9.95;9.95
(200,);relu;lbfgs;0.2;1000;9.95;9.95
(200,);relu;adam;0.001;200;9.95;9.95
(200,);relu;adam;0.001;300;9.95;9.95
(200,);relu;adam;0.001;500;9.95;9.95
(200,);relu;adam;0.001;1000;9.93;9.93
(200,);relu;adam;0.01;200;9.93;9.93
(200,);relu;adam;0.01;300;9.95;9.95
(200,);relu;adam;0.01;500;9.95;9.95
(200,);relu;adam;0.01;1000;9.95;9.95
(200,);relu;adam;0.1;200;9.93;9.93
(200,);relu;adam;0.1;300;9.93;9.93
(200,);relu;adam;0.1;500;9.95;9.95
(200,);relu;adam;0.1;1000;9.95;9.95
(200,);relu;adam;0.2;200;9.95;9.95
(200,);relu;adam;0.2;300;9.95;9.95
(200,);relu;adam;0.2;500;9.95;9.95
(200,);relu;adam;0.2;1000;9.93;9.93
(200,);relu;sgd;0.001;200;9.91;9.91
(200,);relu;sgd;0.001;300;9.91;9.91
(200,);relu;sgd;0.001;500;9.93;9.93
(200,);relu;sgd;0.001;1000;9.93;9.93
(200,);relu;sgd;0.01;200;9.95;9.95
(200,);relu;sgd;0.01;300;9.95;9.95
(200,);relu;sgd;0.01;500;9.95;9.95
(200,);relu;sgd;0.01;1000;9.95;9.95
(200,);relu;sgd;0.1;200;9.93;9.93
(200,);relu;sgd;0.1;300;9.93;9.93
(200,);relu;sgd;0.1;500;9.93;9.93
(200,);relu;sgd;0.1;1000;9.93;9.93
(200,);relu;sgd;0.2;200;9.93;9.93
(200,);relu;sgd;0.2;300;9.93;9.93
(200,);relu;sgd;0.2;500;9.93;9.93
(200,);relu;sgd;0.2;1000;9.93;9.93
(100, 200);identity;lbfgs;0.001;200;9.98;9.98
(100, 200);identity;lbfgs;0.001;300;9.98;9.98
(100, 200);identity;lbfgs;0.001;500;9.98;9.98
(100, 200);identity;lbfgs;0.001;1000;9.98;9.98
(100, 200);identity;lbfgs;0.01;200;9.98;9.98
(100, 200);identity;lbfgs;0.01;300;9.98;9.98
(100, 200);identity;lbfgs;0.01;500;9.95;9.95
(100, 200);identity;lbfgs;0.01;1000;9.98;9.98
(100, 200);identity;lbfgs;0.1;200;9.98;9.98
(100, 200);identity;lbfgs;0.1;300;9.98;9.98
(100, 200);identity;lbfgs;0.1;500;9.98;9.98
(100, 200);identity;lbfgs;0.1;1000;9.98;9.98
(100, 200);identity;lbfgs;0.2;200;9.95;9.95
(100, 200);identity;lbfgs;0.2;300;9.98;9.98
(100, 200);identity;lbfgs;0.2;500;9.98;9.98
(100, 200);identity;lbfgs;0.2;1000;9.98;9.98
(100, 200);identity;adam;0.001;200;9.95;9.95
(100, 200);identity;adam;0.001;300;9.95;9.95
(100, 200);identity;adam;0.001;500;9.95;9.95
(100, 200);identity;adam;0.001;1000;9.95;9.95
(100, 200);identity;adam;0.01;200;9.95;9.95
(100, 200);identity;adam;0.01;300;9.95;9.95
(100, 200);identity;adam;0.01;500;9.93;9.93
(100, 200);identity;adam;0.01;1000;9.95;9.95
(100, 200);identity;adam;0.1;200;9.75;9.75
(100, 200);identity;adam;0.1;300;9.86;9.86
(100, 200);identity;adam;0.1;500;9.86;9.86
(100, 200);identity;adam;0.1;1000;9.93;9.93
(100, 200);identity;adam;0.2;200;9.27;9.28
(100, 200);identity;adam;0.2;300;6.62;7.70
(100, 200);identity;adam;0.2;500;9.91;9.91
(100, 200);identity;adam;0.2;1000;9.77;9.77
(100, 200);identity;sgd;0.001;200;9.93;9.93
(100, 200);identity;sgd;0.001;300;9.95;9.95
(100, 200);identity;sgd;0.001;500;9.95;9.95
(100, 200);identity;sgd;0.001;1000;9.95;9.95
(100, 200);identity;sgd;0.01;200;9.95;9.95
(100, 200);identity;sgd;0.01;300;9.95;9.95
(100, 200);identity;sgd;0.01;500;9.95;9.95
(100, 200);identity;sgd;0.01;1000;9.95;9.95
(100, 200);identity;sgd;0.1;200;9.93;9.93
(100, 200);identity;sgd;0.1;300;9.93;9.93
(100, 200);identity;sgd;0.1;500;9.91;9.91
(100, 200);identity;sgd;0.1;1000;9.95;9.95
(100, 200);identity;sgd;0.2;200;9.93;9.93
(100, 200);identity;sgd;0.2;300;9.91;9.91
(100, 200);identity;sgd;0.2;500;9.95;9.95
(100, 200);identity;sgd;0.2;1000;9.93;9.93
(100, 200);logistic;lbfgs;0.001;200;9.93;9.93
(100, 200);logistic;lbfgs;0.001;300;9.93;9.93
(100, 200);logistic;lbfgs;0.001;500;9.95;9.95
(100, 200);logistic;lbfgs;0.001;1000;9.95;9.95
(100, 200);logistic;lbfgs;0.01;200;9.95;9.95
(100, 200);logistic;lbfgs;0.01;300;9.95;9.95
(100, 200);logistic;lbfgs;0.01;500;9.95;9.95
(100, 200);logistic;lbfgs;0.01;1000;9.91;9.91
(100, 200);logistic;lbfgs;0.1;200;9.93;9.93
(100, 200);logistic;lbfgs;0.1;300;9.95;9.95
(100, 200);logistic;lbfgs;0.1;500;9.95;9.95
(100, 200);logistic;lbfgs;0.1;1000;9.93;9.93
(100, 200);logistic;lbfgs;0.2;200;9.93;9.93
(100, 200);logistic;lbfgs;0.2;300;9.95;9.95
(100, 200);logistic;lbfgs;0.2;500;9.93;9.93
(100, 200);logistic;lbfgs;0.2;1000;9.95;9.95
(100, 200);logistic;adam;0.001;200;9.93;9.93
(100, 200);logistic;adam;0.001;300;9.93;9.93
(100, 200);logistic;adam;0.001;500;9.93;9.93
(100, 200);logistic;adam;0.001;1000;9.93;9.93
(100, 200);logistic;adam;0.01;200;9.95;9.95
(100, 200);logistic;adam;0.01;300;9.93;9.93
(100, 200);logistic;adam;0.01;500;9.93;9.93
(100, 200);logistic;adam;0.01;1000;9.93;9.93
(100, 200);logistic;adam;0.1;200;9.95;9.95
(100, 200);logistic;adam;0.1;300;9.95;9.95
(100, 200);logistic;adam;0.1;500;9.95;9.95
(100, 200);logistic;adam;0.1;1000;3.17;4.82
(100, 200);logistic;adam;0.2;200;9.93;9.93
(100, 200);logistic;adam;0.2;300;9.93;9.93
(100, 200);logistic;adam;0.2;500;9.98;9.98
(100, 200);logistic;adam;0.2;1000;9.93;9.93
(100, 200);logistic;sgd;0.001;200;4.33;5.23
(100, 200);logistic;sgd;0.001;300;6.60;7.66
(100, 200);logistic;sgd;0.001;500;6.76;7.77
(100, 200);logistic;sgd;0.001;1000;9.91;9.91
(100, 200);logistic;sgd;0.01;200;9.93;9.93
(100, 200);logistic;sgd;0.01;300;9.95;9.95
(100, 200);logistic;sgd;0.01;500;9.95;9.95
(100, 200);logistic;sgd;0.01;1000;9.95;9.95
(100, 200);logistic;sgd;0.1;200;9.93;9.93
(100, 200);logistic;sgd;0.1;300;9.93;9.93
(100, 200);logistic;sgd;0.1;500;9.93;9.93
(100, 200);logistic;sgd;0.1;1000;9.93;9.93
(100, 200);logistic;sgd;0.2;200;9.93;9.93
(100, 200);logistic;sgd;0.2;300;9.93;9.93
(100, 200);logistic;sgd;0.2;500;9.93;9.93
(100, 200);logistic;sgd;0.2;1000;9.93;9.93
(100, 200);tanh;lbfgs;0.001;200;9.91;9.91
(100, 200);tanh;lbfgs;0.001;300;9.91;9.91
(100, 200);tanh;lbfgs;0.001;500;9.91;9.91
(100, 200);tanh;lbfgs;0.001;1000;9.91;9.91
(100, 200);tanh;lbfgs;0.01;200;9.91;9.91
(100, 200);tanh;lbfgs;0.01;300;9.91;9.91
(100, 200);tanh;lbfgs;0.01;500;9.93;9.93
(100, 200);tanh;lbfgs;0.01;1000;9.93;9.93
(100, 200);tanh;lbfgs;0.1;200;9.93;9.93
(100, 200);tanh;lbfgs;0.1;300;9.93;9.93
(100, 200);tanh;lbfgs;0.1;500;9.91;9.91
(100, 200);tanh;lbfgs;0.1;1000;9.93;9.93
(100, 200);tanh;lbfgs;0.2;200;9.93;9.93
(100, 200);tanh;lbfgs;0.2;300;9.93;9.93
(100, 200);tanh;lbfgs;0.2;500;9.95;9.95
(100, 200);tanh;lbfgs;0.2;1000;9.91;9.91
(100, 200);tanh;adam;0.001;200;9.93;9.93
(100, 200);tanh;adam;0.001;300;9.93;9.93
(100, 200);tanh;adam;0.001;500;9.93;9.93
(100, 200);tanh;adam;0.001;1000;9.93;9.93
(100, 200);tanh;adam;0.01;200;9.93;9.93
(100, 200);tanh;adam;0.01;300;9.95;9.95
(100, 200);tanh;adam;0.01;500;9.95;9.95
(100, 200);tanh;adam;0.01;1000;9.93;9.93
(100, 200);tanh;adam;0.1;200;9.89;9.89
(100, 200);tanh;adam;0.1;300;9.95;9.95
(100, 200);tanh;adam;0.1;500;9.95;9.95
(100, 200);tanh;adam;0.1;1000;9.95;9.95
(100, 200);tanh;adam;0.2;200;9.95;9.95
(100, 200);tanh;adam;0.2;300;9.95;9.95
(100, 200);tanh;adam;0.2;500;9.89;9.89
(100, 200);tanh;adam;0.2;1000;9.95;9.95
(100, 200);tanh;sgd;0.001;200;9.93;9.93
(100, 200);tanh;sgd;0.001;300;9.93;9.93
(100, 200);tanh;sgd;0.001;500;9.95;9.95
(100, 200);tanh;sgd;0.001;1000;9.95;9.95
(100, 200);tanh;sgd;0.01;200;9.93;9.93
(100, 200);tanh;sgd;0.01;300;9.93;9.93
(100, 200);tanh;sgd;0.01;500;9.93;9.93
(100, 200);tanh;sgd;0.01;1000;9.93;9.93
(100, 200);tanh;sgd;0.1;200;9.93;9.93
(100, 200);tanh;sgd;0.1;300;9.93;9.93
(100, 200);tanh;sgd;0.1;500;9.93;9.93
(100, 200);tanh;sgd;0.1;1000;9.93;9.93
(100, 200);tanh;sgd;0.2;200;9.93;9.93
(100, 200);tanh;sgd;0.2;300;9.93;9.93
(100, 200);tanh;sgd;0.2;500;9.93;9.93
(100, 200);tanh;sgd;0.2;1000;9.93;9.93
(100, 200);relu;lbfgs;0.001;200;9.93;9.93
(100, 200);relu;lbfgs;0.001;300;9.93;9.93
(100, 200);relu;lbfgs;0.001;500;9.93;9.93
(100, 200);relu;lbfgs;0.001;1000;9.93;9.93
(100, 200);relu;lbfgs;0.01;200;9.95;9.95
(100, 200);relu;lbfgs;0.01;300;9.93;9.93
(100, 200);relu;lbfgs;0.01;500;9.95;9.95
(100, 200);relu;lbfgs;0.01;1000;9.95;9.95
(100, 200);relu;lbfgs;0.1;200;9.91;9.91
(100, 200);relu;lbfgs;0.1;300;9.95;9.95
(100, 200);relu;lbfgs;0.1;500;9.91;9.91
(100, 200);relu;lbfgs;0.1;1000;9.95;9.95
(100, 200);relu;lbfgs;0.2;200;9.91;9.91
(100, 200);relu;lbfgs;0.2;300;9.95;9.95
(100, 200);relu;lbfgs;0.2;500;9.95;9.95
(100, 200);relu;lbfgs;0.2;1000;9.93;9.93
(100, 200);relu;adam;0.001;200;9.93;9.93
(100, 200);relu;adam;0.001;300;9.93;9.93
(100, 200);relu;adam;0.001;500;9.95;9.95
(100, 200);relu;adam;0.001;1000;9.95;9.95
(100, 200);relu;adam;0.01;200;9.95;9.95
(100, 200);relu;adam;0.01;300;9.95;9.95
(100, 200);relu;adam;0.01;500;9.93;9.93
(100, 200);relu;adam;0.01;1000;9.95;9.95
(100, 200);relu;adam;0.1;200;9.95;9.95
(100, 200);relu;adam;0.1;300;9.93;9.93
(100, 200);relu;adam;0.1;500;9.89;9.89
(100, 200);relu;adam;0.1;1000;9.93;9.93
(100, 200);relu;adam;0.2;200;9.95;9.95
(100, 200);relu;adam;0.2;300;9.91;9.91
(100, 200);relu;adam;0.2;500;9.93;9.93
(100, 200);relu;adam;0.2;1000;9.89;9.89
(100, 200);relu;sgd;0.001;200;9.91;9.91
(100, 200);relu;sgd;0.001;300;9.93;9.93
(100, 200);relu;sgd;0.001;500;9.93;9.93
(100, 200);relu;sgd;0.001;1000;9.93;9.93
(100, 200);relu;sgd;0.01;200;9.95;9.95
(100, 200);relu;sgd;0.01;300;9.95;9.95
(100, 200);relu;sgd;0.01;500;9.95;9.95
(100, 200);relu;sgd;0.01;1000;9.95;9.95
(100, 200);relu;sgd;0.1;200;9.93;9.93
(100, 200);relu;sgd;0.1;300;9.93;9.93
(100, 200);relu;sgd;0.1;500;9.93;9.93
(100, 200);relu;sgd;0.1;1000;9.93;9.93
(100, 200);relu;sgd;0.2;200;9.93;9.93
(100, 200);relu;sgd;0.2;300;9.93;9.93
(100, 200);relu;sgd;0.2;500;9.93;9.93
(100, 200);relu;sgd;0.2;1000;9.93;9.93
(50, 100, 50);identity;lbfgs;0.001;200;9.98;9.98
(50, 100, 50);identity;lbfgs;0.001;300;9.98;9.98
(50, 100, 50);identity;lbfgs;0.001;500;9.98;9.98
(50, 100, 50);identity;lbfgs;0.001;1000;9.98;9.98
(50, 100, 50);identity;lbfgs;0.01;200;9.98;9.98
(50, 100, 50);identity;lbfgs;0.01;300;9.98;9.98
(50, 100, 50);identity;lbfgs;0.01;500;9.95;9.95
(50, 100, 50);identity;lbfgs;0.01;1000;9.98;9.98
(50, 100, 50);identity;lbfgs;0.1;200;9.98;9.98
(50, 100, 50);identity;lbfgs;0.1;300;9.98;9.98
(50, 100, 50);identity;lbfgs;0.1;500;9.98;9.98
(50, 100, 50);identity;lbfgs;0.1;1000;9.98;9.98
(50, 100, 50);identity;lbfgs;0.2;200;9.98;9.98
(50, 100, 50);identity;lbfgs;0.2;300;9.98;9.98
(50, 100, 50);identity;lbfgs;0.2;500;9.98;9.98
(50, 100, 50);identity;lbfgs;0.2;1000;9.98;9.98
(50, 100, 50);identity;adam;0.001;200;9.95;9.95
(50, 100, 50);identity;adam;0.001;300;9.95;9.95
(50, 100, 50);identity;adam;0.001;500;9.95;9.95
(50, 100, 50);identity;adam;0.001;1000;9.95;9.95
(50, 100, 50);identity;adam;0.01;200;9.93;9.93
(50, 100, 50);identity;adam;0.01;300;9.95;9.95
(50, 100, 50);identity;adam;0.01;500;9.93;9.93
(50, 100, 50);identity;adam;0.01;1000;9.93;9.93
(50, 100, 50);identity;adam;0.1;200;9.93;9.93
(50, 100, 50);identity;adam;0.1;300;7.69;8.00
(50, 100, 50);identity;adam;0.1;500;9.84;9.84
(50, 100, 50);identity;adam;0.1;1000;7.64;7.99
(50, 100, 50);identity;adam;0.2;200;9.89;9.89
(50, 100, 50);identity;adam;0.2;300;9.84;9.84
(50, 100, 50);identity;adam;0.2;500;6.67;7.78
(50, 100, 50);identity;adam;0.2;1000;9.93;9.93
(50, 100, 50);identity;sgd;0.001;200;9.95;9.95
(50, 100, 50);identity;sgd;0.001;300;9.95;9.95
(50, 100, 50);identity;sgd;0.001;500;9.95;9.95
(50, 100, 50);identity;sgd;0.001;1000;9.95;9.95
(50, 100, 50);identity;sgd;0.01;200;9.93;9.93
(50, 100, 50);identity;sgd;0.01;300;9.95;9.95
(50, 100, 50);identity;sgd;0.01;500;9.95;9.95
(50, 100, 50);identity;sgd;0.01;1000;9.95;9.95
(50, 100, 50);identity;sgd;0.1;300;9.93;9.93
(50, 100, 50);identity;sgd;0.1;500;9.91;9.91
(50, 100, 50);identity;sgd;0.1;1000;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.001;200;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.001;300;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.001;500;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.001;1000;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.01;200;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.01;300;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.01;500;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.01;1000;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.1;200;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.1;300;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.1;500;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.1;1000;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.2;200;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.2;300;9.93;9.93
(50, 100, 50);logistic;lbfgs;0.2;500;9.95;9.95
(50, 100, 50);logistic;lbfgs;0.2;1000;9.95;9.95
(50, 100, 50);logistic;adam;0.001;200;9.93;9.93
(50, 100, 50);logistic;adam;0.001;300;9.93;9.93
(50, 100, 50);logistic;adam;0.001;500;9.93;9.93
(50, 100, 50);logistic;adam;0.001;1000;9.93;9.93
(50, 100, 50);logistic;adam;0.01;200;9.95;9.95
(50, 100, 50);logistic;adam;0.01;300;9.93;9.93
(50, 100, 50);logistic;adam;0.01;500;9.95;9.95
(50, 100, 50);logistic;adam;0.01;1000;9.93;9.93
(50, 100, 50);logistic;adam;0.1;200;3.54;5.23
(50, 100, 50);logistic;adam;0.1;300;9.93;9.93
(50, 100, 50);logistic;adam;0.1;500;3.54;5.23
(50, 100, 50);logistic;adam;0.1;1000;3.29;4.95
(50, 100, 50);logistic;adam;0.2;200;3.29;4.95
(50, 100, 50);logistic;adam;0.2;300;3.17;4.82
(50, 100, 50);logistic;adam;0.2;500;3.54;5.23
(50, 100, 50);logistic;adam;0.2;1000;3.54;5.23
(50, 100, 50);logistic;sgd;0.001;200;3.17;4.82
(50, 100, 50);logistic;sgd;0.001;300;3.17;4.82
(50, 100, 50);logistic;sgd;0.001;500;3.17;4.82
(50, 100, 50);logistic;sgd;0.001;1000;3.17;4.82
(50, 100, 50);logistic;sgd;0.01;200;3.17;4.82
(50, 100, 50);logistic;sgd;0.01;300;9.91;9.91
(50, 100, 50);logistic;sgd;0.01;500;3.17;4.82
(50, 100, 50);logistic;sgd;0.01;1000;3.29;4.95
(50, 100, 50);logistic;sgd;0.1;200;9.93;9.93
(50, 100, 50);logistic;sgd;0.1;300;9.93;9.93
(50, 100, 50);logistic;sgd;0.1;500;9.93;9.93
(50, 100, 50);logistic;sgd;0.1;1000;9.93;9.93
(50, 100, 50);logistic;sgd;0.2;200;9.93;9.93
(50, 100, 50);logistic;sgd;0.2;300;9.93;9.93
(50, 100, 50);logistic;sgd;0.2;500;9.93;9.93
(50, 100, 50);logistic;sgd;0.2;1000;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.001;200;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.001;300;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.001;500;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.001;1000;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.01;200;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.01;300;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.01;500;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.01;1000;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.1;200;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.1;300;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.1;500;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.1;1000;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.2;200;9.93;9.93
(50, 100, 50);tanh;lbfgs;0.2;300;9.91;9.91
(50, 100, 50);tanh;lbfgs;0.2;500;9.89;9.89
(50, 100, 50);tanh;lbfgs;0.2;1000;9.91;9.91
(50, 100, 50);tanh;adam;0.001;200;9.93;9.93
(50, 100, 50);tanh;adam;0.001;300;9.93;9.93
(50, 100, 50);tanh;adam;0.001;500;9.93;9.93
(50, 100, 50);tanh;adam;0.001;1000;9.95;9.95
(50, 100, 50);tanh;adam;0.01;200;9.95;9.95
(50, 100, 50);tanh;adam;0.01;300;9.95;9.95
(50, 100, 50);tanh;adam;0.01;500;9.86;9.86
(50, 100, 50);tanh;adam;0.01;1000;9.95;9.95
(50, 100, 50);tanh;adam;0.1;200;9.93;9.93
(50, 100, 50);tanh;adam;0.1;300;9.93;9.93
(50, 100, 50);tanh;adam;0.1;500;9.89;9.89
(50, 100, 50);tanh;adam;0.1;1000;9.91;9.91
(50, 100, 50);tanh;adam;0.2;200;9.93;9.93
(50, 100, 50);tanh;adam;0.2;300;9.91;9.91
(50, 100, 50);tanh;adam;0.2;500;9.93;9.93
(50, 100, 50);tanh;adam;0.2;1000;9.95;9.95
(50, 100, 50);tanh;sgd;0.001;200;9.93;9.93
(50, 100, 50);tanh;sgd;0.001;300;9.93;9.93
(50, 100, 50);tanh;sgd;0.001;500;9.95;9.95
(50, 100, 50);tanh;sgd;0.001;1000;9.95;9.95
(50, 100, 50);tanh;sgd;0.01;200;9.93;9.93
(50, 100, 50);tanh;sgd;0.01;300;9.93;9.93
(50, 100, 50);tanh;sgd;0.01;500;9.93;9.93
(50, 100, 50);tanh;sgd;0.01;1000;9.93;9.93
(50, 100, 50);tanh;sgd;0.1;200;9.95;9.95
(50, 100, 50);tanh;sgd;0.1;300;9.95;9.95
(50, 100, 50);tanh;sgd;0.1;500;9.93;9.93
(50, 100, 50);tanh;sgd;0.1;1000;9.95;9.95
(50, 100, 50);tanh;sgd;0.2;200;9.93;9.93
(50, 100, 50);tanh;sgd;0.2;300;9.93;9.93
(50, 100, 50);tanh;sgd;0.2;500;9.95;9.95
(50, 100, 50);tanh;sgd;0.2;1000;9.95;9.95
(50, 100, 50);relu;lbfgs;0.001;200;9.93;9.93
(50, 100, 50);relu;lbfgs;0.001;300;9.95;9.95
(50, 100, 50);relu;lbfgs;0.001;500;9.93;9.93
(50, 100, 50);relu;lbfgs;0.001;1000;9.93;9.93
(50, 100, 50);relu;lbfgs;0.01;200;9.93;9.93
(50, 100, 50);relu;lbfgs;0.01;300;9.93;9.93
(50, 100, 50);relu;lbfgs;0.01;500;9.93;9.93
(50, 100, 50);relu;lbfgs;0.01;1000;9.95;9.95
(50, 100, 50);relu;lbfgs;0.1;200;9.93;9.93
(50, 100, 50);relu;lbfgs;0.1;300;9.93;9.93
(50, 100, 50);relu;lbfgs;0.1;500;9.93;9.93
(50, 100, 50);relu;lbfgs;0.1;1000;9.93;9.93
(50, 100, 50);relu;lbfgs;0.2;200;9.93;9.93
(50, 100, 50);relu;lbfgs;0.2;300;9.93;9.93
